1211	Arm-Aero	\N	\N	RMO	ARM-AERO	Armenia	N
1212	AirMax	\N	\N	RMX	AEROMAX	Bulgaria	N
1213	AirSalone	\N	20	RNE	AIRSALONE	SierraLeone	Y
1214	AeronemAirCargo	\N	\N	RNM	AEROMNEM	Ecuador	N
1215	AirCargoMasters	\N	\N	RNR	RUNNER	UnitedStates	N
1216	Armavia	\N	U8	RNV	ARMAVIA	Armenia	Y
1217	Aeroeste	\N	\N	ROE	ESTE-BOLIVIA	Bolivia	N
1218	AeroGen	\N	\N	ROH	AEROGEN	Mexico	N
1219	AviorAirlines	\N	\N	ROI	AVIOR	Venezuela	N
1220	AeroelAirways	\N	\N	ROL	AEROEL	Israel	N
1221	Aeromar	\N	BQ	ROM	BRAVOQUEBEC	DominicanRepublic	N
1222	Aeroitalia	\N	\N	ROO	AEROITALIA	Italy	N
1223	Aerodan	\N	\N	ROD	AERODAN	Mexico	N
1224	AeroRep	\N	P5	RPB	AEROREPUBLICA	Colombia	Y
1225	AerolineasDelPacifico	\N	\N	RPC	AEROPACSA	Ecuador	N
1226	AeroRoca	\N	\N	RRC	AEROROCA	Mexico	N
1227	AerotransportesInternacionalesDeTorreon	\N	\N	RRE	AEROTORREON	Mexico	N
1228	AcvilaAir-RomanianCarrier	\N	\N	RRM	AIRROMANIA	Romania	N
1229	AerolineasEjecutivasTarascas	\N	\N	RSC	TARASCAS	Mexico	N
1230	Aero-Service	\N	BF	RSR	CONGOSERV	RepublicoftheCongo	Y
1231	Aerosur	\N	5L	RSU	AEROSUR	Bolivia	Y
1232	Aeronorte	\N	\N	RTE	LUZAVIA	Portugal	Y
1233	Artis	\N	\N	RTH	ARTHELICO	France	N
1234	ArhabaevTourismAirlines	\N	\N	RTO	ARTOAIR	Kazakhstan	N
1235	AirTurquoise	\N	\N	RTQ	TURQUOISE	France	N
1236	Aerotucan	\N	\N	RTU	AEROTUCAN	Mexico	N
1237	AirAnastasia	\N	\N	RUD	ANASTASIA	Ukraine	N
1238	AirRum	\N	\N	RUM	AIRRUM	SierraLeone	N
1239	ACTHavayollari	\N	\N	RUN	CARGOTURK	Turkey	N
1240	AirVIP	\N	\N	RVP	AEROVIP	Portugal	N
1241	AircompanyVeteran	\N	\N	RVT	AIR-VET	Armenia	N
1242	AllianceExpressRwanda	\N	\N	RWB	\N	Rwanda	N
1243	ArrowEcuadorArrowec	\N	\N	RWC	ARROWEC	Ecuador	N
1244	Aerogroup98Limited	\N	\N	RWY	TYNWALD	UnitedKingdom	N
1245	Aeroxtra	\N	\N	RXT	AERO-EXTRA	Mexico	N
1246	ExpressAirCharter	\N	\N	RXX	REXAIR	Canada	N
1247	AirWhitsunday	\N	\N	RWS	\N	Australia	N
1248	AeroZambia	\N	\N	RZL	AEROZAMBIA	Zambia	N
1249	AeroZano	\N	\N	RZN	ZANO	Mexico	N
1250	AnokaAirCharter	\N	\N	RZZ	REDZONE	UnitedStates	N
1251	Aerosaab	\N	\N	SBH	AEROSAAB	Mexico	N
1252	AssociatedAviation	\N	\N	SCD	ASSOCIATED	Nigeria	N
1253	AmericanJetInternational	\N	\N	SCM	SCREAMER	UnitedStates	N
1254	AirSantoDomingo	\N	EX	SDO	AERODOMINGO	DominicanRepublic	N
1255	AeroSudpacifico	\N	\N	SDP	SUDPACIFICO	Mexico	N
1256	AeroServiciosEjecutivasDelPacifico	\N	\N	SEF	SERVIPACIFICO	Mexico	N
1257	AeroCalifornia	\N	JR	SER	AEROCALIFORNIA	Mexico	N
1258	A-SafarAirServices	\N	\N	SFM	AIRSAFAR	Nigeria	N
1259	Aerosegovia	\N	\N	SGV	SEGOVIA	Nicaragua	N
1260	AirshareHoldings	\N	\N	SHH	AIRSHARE	UnitedKingdom	N
1261	Aerosiyusa	\N	\N	SIY	SIYUSA	Mexico	N
1262	AeroSilza	\N	\N	SIZ	AEROSILZA	Mexico	N
1263	AirSanJuan	\N	\N	SJN	SANJUAN	UnitedStates	N
1264	Aero-NorthAviationServices	\N	\N	SKP	SKIPPER	Canada	N
1265	AeroSami	\N	\N	SMI	SAMI	Mexico	N
1266	AvientAviation	\N	Z3	SMJ	AVAVIA	Zimbabwe	Y
1267	AerolineasSol	\N	\N	SOD	ALSOL	Mexico	N
1268	AirSoleil	\N	\N	SOE	AIRSOLEIL	Mauritania	N
1269	AeroSoga	\N	\N	SOG	AEROSOGA	Guinea-Bissau	N
1270	AirspeedAviation	\N	\N	SPD	SPEEDLINE	Canada	N
1271	AirService	\N	M3	SPJ	AIRSKOPJE	Macedonia	N
1272	AeroserviciosEjecutivosDelPacifico	\N	\N	SPO	EJECTUIVPACIFICO	Mexico	N
1273	AsianAerospaceService	\N	\N	SPY	THAISPACE	Thailand	N
1274	Airworld	\N	\N	SPZ	SPEEDSERVICE	SouthAfrica	N
1275	AlsaqerAviation	\N	\N	SQR	ALSAQERAVIATION	Libya	N
1276	AirSafarisandServices	\N	\N	SRI	AIRSAFARI	NewZealand	N
1277	AeroServicioCorporativo	\N	\N	SRV	SERVICORP	Mexico	N
1278	AirSultan	\N	\N	SSL	SIERRASULTAN	SierraLeone	N
1279	Aero1Pro-Jet	\N	\N	SSM	RAPID	Canada	N
1280	AirquariusAirCharter	\N	\N	SSN	SUNSTREAM	SouthAfrica	N
1281	Aeropac	\N	\N	STK	SATPAK	UnitedStates	N
1282	AirSt.Thomas	\N	\N	STT	PARADISE	UnitedStates	N
1283	AerolineasDelSureste	\N	\N	SUE	AEROSURESTE	Mexico	N
1284	AerialSurveys(1980)Limited	\N	\N	SUY	SURVEY	NewZealand	N
1285	AirSlovakia	\N	GM	SVK	SLOVAKIA	Slovakia	N
1286	AdlerAviation	\N	\N	SWH	SHOCKWAVE	Canada	N
1287	AircompanyYakutia	\N	R3	SYL	AIRYAKUTIA	Russia	Y
1288	AerosudAviation	\N	\N	SYT	SKYTRACK	SouthAfrica	N
1289	AeroserviciosdeLaCosta	\N	\N	TAA	AEROCOSTA	Mexico	N
1290	Aeromar	\N	VW	TAO	TRANS-AEROMAR	Mexico	Y
1291	Aerotrebol	\N	\N	TBL	AEROTREBOL	Mexico	N
1292	AeroTaxideLosCabos	\N	\N	TBO	AEROCABOS	Mexico	N
1293	AirTurksandCaicos	\N	JY	TCI	KERRMONT	TurksandCaicosIslands	N
1294	AerotranscolombinadeCarga	\N	\N	TCO	TRANSCOLOMBIA	Colombia	N
1295	AirCargoExpress	\N	\N	TDG	TURBODOG	UnitedStates	N
1296	AtlasHelicopters	\N	\N	TDT	TRIDENT	UnitedKingdom	N
1297	AirToday	\N	\N	TDY	AIRTODAY	UnitedStates	N
1298	AeroServiciosAzteca	\N	\N	TED	AEROAZTECA	Mexico	N
1299	Arkefly	\N	OR	TFL	ARKEFLY	Netherlands	Y
1300	Antair	\N	\N	TIR	ANTAIR	Mexico	N
1301	AtlantiqueAirAssistance	\N	\N	TLB	TRIPLE-A	France	N
1302	AeroTaxiAutlan	\N	\N	TLD	AEREOAUTLAN	Mexico	N
1303	AeroUtil	\N	\N	TLE	AEROUTIL	Mexico	N
1304	AeroTolucaInternactional	\N	\N	TLU	AEROTOLUCA	Mexico	N
1305	AeroTaxidelCentrodeMexico	\N	\N	TME	TAXICENTRO	Mexico	N
1306	Aerotropical	\N	\N	TOC	TROPICMEX	Mexico	N
1307	AirTomisko	\N	\N	TOH	TOMISKOCARGO	Serbia	N
1308	AirlinesPNG	\N	CG	TOK	BALUS	PapuaNewGuinea	Y
1309	AeroTanala	\N	\N	TON	AEROTANALA	Mexico	N
1310	AeroTropical	\N	\N	TPB	AEROTROPICAL	Angola	N
1311	AirCal	\N	TY	TPC	AIRCAL	France	N
1312	AirHorizon	\N	\N	TPK	TCHAD-HORIZON	Chad	N
1313	AeroTaxidelPotosi	\N	\N	TPO	TAXI-POTOSI	Mexico	N
1314	Aeroturquesa	\N	\N	TQS	AEROTURQUESA	Mexico	N
1315	AirmarkAviation	\N	\N	TRH	TRANSTAR	UnitedStates	N
1316	AirTranAirways	\N	FL	TRS	CITRUS	UnitedStates	Y
1317	AirTransat	\N	TS	TSC	TRANSAT	Canada	Y
1318	airtransse	\N	\N	TSQ	AIRTRA	Japan	N
1319	AerolineasTuristicasdelCaribe	\N	\N	TTB	AEROTURISTICAS	Mexico	N
1320	Avcenter	\N	\N	TTE	TETON	UnitedStates	N
1321	AirTungaru	\N	\N	TUN	TUNGARU	Kiribati	N
1322	AvialeasingAviationCompany	\N	EC	TWN	TWINARROW	Uzbekistan	Y
1323	AerotaxisdelNoroeste	\N	\N	TXD	TAXIOESTE	Mexico	N
1324	AerotaxisAlfe	\N	\N	TXF	ALFE	Mexico	N
1325	Aereotaxis	\N	\N	TXI	AEREOTAXIS	Mexico	N
1326	TyroleanAirways	\N	VO	TYR	TYROLEAN	Austria	Y
1327	AeroTomza	\N	\N	TZA	AEROTOMZA	Mexico	N
1328	AirZambezi	\N	\N	TZT	ZAMBEZI	Zimbabwe	N
1329	AfraAirlines	\N	\N	UAG	AFRALINE	Ghana	N
1330	AerostarAirlines	\N	\N	UAR	AEROSTAR	Ukraine	N
1331	AirDivisionoftheEasternKazakhstanRegion	\N	\N	UCK	GALETA	Kazakhstan	N
1332	Aero-CharterUkraine	\N	DW	UCR	CHARTERUKRAINE	Ukraine	N
1333	AirLA	\N	\N	UED	AIRL-A	UnitedStates	N
1334	AirUkraine	\N	6U	UKR	AIRUKRAINE	Ukraine	N
1335	AirUmbria	\N	\N	UMB	AIRUMBRIA	Italy	N
1336	AtunerosUnidosdeCalifornia	\N	\N	UND	ATUNEROSUNIDOS	Mexico	N
1337	AeroclubFlaps	\N	\N	FLP	AEROCLUBFLAPS	Spain	N
1338	AerolineasGalapagos(Aerogal)	\N	2K	GLG	AEROGAL	Ecuador	Y
1339	AirCastleCorporation/GlobalAirways	\N	\N	GLB	GLO-AIR	UnitedStates	N
1340	AlrosaMirnyAirEnterprise	\N	6R	DRU	MIRNY	Russia	Y
1341	BearingSuppliesLimited	\N	\N	PVO	PROVOST	UnitedKingdom	N
1342	BalkanAgroAviation	\N	\N	BAA	BALKANAGRO	Bulgaria	N
1343	BahrainAirBSC(Closed)	\N	\N	BAB	AWAL	Bahrain	N
1344	BACLeasingLimited	\N	\N	BAC		UnitedKingdom	N
1345	BAESystems	\N	\N	BAE	FELIX	UnitedKingdom	N
1346	BelgianAirForce	\N	\N	BAF	BELGIANAIRFORCE	Belgium	N
1347	BakerAviation	\N	8Q	BAJ	BAKERAVIATION	UnitedStates	N
1348	BlackhawkAirways	\N	\N	BAK	BLACKHAWK	UnitedStates	N
1349	BritanniaAirways	\N	\N	BAL	BRITANNIA	UnitedKingdom	N
1350	BusinessAirServices	\N	\N	BAM	BUSINESSAIR	Canada	N
1351	BritishAntarcticSurvey	\N	\N	BAN	PENGUIN	UnitedKingdom	N
1352	BradlyAir(Charter)Services	\N	\N	BAR	BRADLEY	Canada	N
1353	BissauAirlines	\N	\N	BAU	AIRBISSAU	Guinea-Bissau	N
1354	BayAviationLtd	\N	\N	BAV	BAYAIR	Bangladesh	N
1355	BritishAirways	\N	BA	BAW	SPEEDBIRD	UnitedKingdom	Y
1356	BestAeroHandlingLtd	\N	\N	BAX	\N	Russia	N
1357	BayonAirlines	\N	\N	BAY	BAYON	Cambodia	N
1358	BannertAir	\N	\N	BBA	BANAIR	Austria	N
1359	BimanBangladeshAirlines	\N	BG	BBC	BANGLADESH	Bangladesh	Y
1360	BluebirdCargo	\N	BF	BBD	BLUECARGO	Iceland	N
1361	BeibarsCJSC	\N	\N	BBS	BEIBARS	Kazakhstan	N
1362	BravoAirlines	\N	\N	BBV	BRAVOEUROPE	Spain	N
1363	BlueBirdAviation	\N	\N	BBZ	COBRA	Kenya	N
1364	BACHFlugbetriebsges	\N	B4	BCF	BACH	Austria	N
1365	BlueIslands	\N	\N	BCI	BLUEISLAND	UnitedKingdom	N
1366	BritishCaribbeanAirways	\N	\N	BCL	\N	UnitedKingdom	N
1367	BritishCharter	\N	\N	BCR	BACKER	UnitedKingdom	N
1368	BCTAviation	\N	\N	BCT	BOBCAT	UnitedKingdom	N
1369	BusinessAviationCenter	\N	\N	BCV	BUSINESSAVIATION	Ukraine	N
1370	BlueDartAviation	\N	BZ	BDA	BLUEDART	India	N
1371	B&HAirlines	\N	JA	BON	AirBosna	BosniaandHerzegovina	N
1372	BissauDiscoveryFlyingClub	\N	\N	BDF	BISSAUDISCOVERY	Guinea-Bissau	N
1373	BelgianArmy	\N	\N	AYB	BELGIANARMY	Belgium	N
1374	BadrAirlines	\N	\N	BDR	BADRAIR	Sudan	N
1375	BestAviationLtd	\N	\N	BEA	BESTAIR	Bangladesh	N
1376	BelgorodAviationEnterprise	\N	\N	BED	BELOGORYE	Russia	N
1377	BarHarborAirlines	\N	\N	AJC	BARHARBOR	UnitedStates	N
1378	BalearExpress	\N	\N	BEF	BALEAREXPRESS	Spain	N
1379	BelAirHelicopters	\N	\N	BEH	BLUECOPTER	Denmark	N
1380	BerkutAir	\N	\N	BEK	BERKUT	Kazakhstan	N
1381	BETA-BrazilianExpressTransportesAereos	\N	\N	BET	BETACARGO	Brazil	N
1382	BaslerFlightService	\N	\N	BFC	BASLER	UnitedStates	N
1383	BearFlight	\N	\N	BFG	BEARFLIGHT	Sweden	N
1384	BuffaloAirways	\N	J4	BFL	BUFFALO	Canada	N
1385	Bombardier	\N	\N	BFO	BOMBARDIER	Canada	N
1386	BurkinaAirlines	\N	\N	BFR	BURKLINES	BurkinaFaso	N
1387	BusinessFlightSweden	\N	\N	BFS	BUSINESSFLIGHT	Sweden	N
1388	BahrainDefenceForce	\N	\N	BFW	SUMMAN	Bahrain	N
1389	BHAir	\N	\N	BGH	BALKANHOLIDAYS	Bulgaria	N
1390	BritishGulfInternational	\N	\N	BGI	BRITISHGULF	S	N
1391	BritishGulfInternational-Fez	\N	\N	BGK	GULFINTER	Kyrgyzstan	N
1392	BeninGolfAir	\N	A8	BGL	BENINGOLF	Benin	N
1393	BugulmaAirEnterprise	\N	\N	BGM	BUGAVIA	Russia	N
1394	BudgetAirBangladesh	\N	\N	BGR	BUDGETAIR	Bangladesh	N
1395	BergenAirTransport	\N	\N	BGT	BERGENAIR	Norway	N
1396	BuddhaAir	\N	\N	BHA	BUDDHAAIR	Nepal	N
1397	BalkhAirlines	\N	\N	BHI	SHARIF	Afghanistan	N
1398	BristowHelicopters	\N	\N	BHL	BRISTOW	UnitedKingdom	N
1399	BristowHelicoptersNigeria	\N	\N	BHN	BRISTOWHELICOPTERS	Nigeria	N
1400	BhojaAirlines	\N	\N	BHO	BHOJA	Pakistan	N
1401	BelairAirlines	\N	4T	BHP	BELAIR	Switzerland	Y
1402	BighornAirways	\N	\N	BHR	BIGHORNAIR	UnitedStates	N
1403	Bahamasair	\N	UP	BHS	BAHAMAS	Bahamas	Y
1404	BrightAir	\N	\N	BHT	BRIGHTAIR	Netherlands	N
1405	BringerAirCargoTaxiAereo	\N	E6	\N	\N	Brazil	N
1406	BalkanBulgarianAirlines	\N	LZ	\N	\N	\N	Y
1407	BAConnect	\N	TH	\N	\N	UnitedKingdom	N
1408	BosphorusEuropeanAirways	\N	\N	BHY	BOSPHORUS	Turkey	N
1409	Binair	\N	\N	BID	BINAIR	Germany	N
1410	BigIslandAir	\N	\N	BIG	BIGISLE	UnitedStates	N
1411	BritishInternationalHelicopters	\N	BS	BIH	BRINTEL	UnitedKingdom	Y
1412	BillundAirCenter	\N	\N	BIL	BILAIR	Denmark	N
1413	BoiseInteragencyFireCenter	\N	\N	BIN	BISON-AIR	UnitedStates	N
1414	BirdLeasing	\N	\N	BIR	BIRDAIR	UnitedStates	N
1415	BizjetLtd	\N	\N	BIZ	BIZZ	UnitedKingdom	N
1416	BajaAir	\N	\N	BJA	BAJAAIR	Mexico	N
1417	BalticJetAircompany	\N	\N	BJC	BALTICJET	Latvia	N
1418	BusinessJetSolutions	\N	\N	BJS	SOLUTION	UnitedStates	N
1419	Bankair	\N	B4	BKA	BANKAIR	UnitedStates	N
1420	BF-LentoOY	\N	\N	BKF	BAKERFLIGHT	Finland	Y
1421	BarkenInternational	\N	\N	BKJ	BARKENJET	UnitedStates	N
1422	BangkokAirways	\N	PG	BKP	BANGKOKAIR	Thailand	Y
1423	Bukovyna	\N	\N	BKV	BUKOVYNA	Ukraine	N
1424	BlueBirdAviation	\N	\N	BLB	BLUEBIRDSUDAN	Sudan	N
1425	Bellesavia	\N	\N	BLC	BELLESAVIA	Belarus	N
1426	BlueLine	\N	\N	BLE	BLUEBERRY	France	N
1427	Blue1	\N	KF	BLF	BLUEFIN	Finland	Y
1428	Belgavia	\N	\N	BLG	BELGAVIA	Belgium	N
1429	BlueHorizonTravelClub	\N	\N	BLH	BLUEHORIZON	UnitedStates	N
1430	BlueJet	\N	\N	BLJ	BLUEWAY	Spain	N
1431	BalticAirlines	\N	\N	BLL	BALTICAIRLINES	Russia	Y
1432	BlueAirways	\N	\N	BLM	BLUEARMENIA	Armenia	N
1433	BaliInternationalAirService	\N	\N	BLN	BIAR	Indonesia	N
1434	BearskinLakeAirService	\N	JV	BLS	BEARSKIN	Canada	Y
1435	BalticAviation	\N	\N	BLT	BALTAIR	UnitedStates	N
1436	BellviewAirlines	\N	B3	BLV	BELLVIEWAIRLINES	Nigeria	Y
1437	bmi	bmiBritishMidland	BD	BMA	MIDLAND	UnitedKingdom	Y
1438	BritishMedicalCharter	\N	\N	BMD	BRITISHMEDICAL	UnitedKingdom	N
1439	BriggsMarineEnvironmentalServices	\N	\N	BME	BRIGGS	UnitedKingdom	N
1440	BristowMasayuHelicopters	\N	\N	BMH	MASAYU	Indonesia	N
1441	bmibaby	\N	WW	BMI	BABY	UnitedKingdom	Y
1442	BemidjiAirlines	\N	CH	BMJ	BEMIDJI	UnitedStates	Y
1443	BismillahAirlines	\N	5Z	BML	BISMILLAH	Bangladesh	N
1444	BowmanAviation	\N	\N	BMN	BOWMAN	UnitedStates	N
1445	BritishMidlandRegional	\N	\N	BMR	\N	UnitedKingdom	Y
1446	BMW	\N	\N	BMW	BMW-FLIGHT	Germany	N
1447	BancodeMexico	\N	\N	BMX	BANXICO	Mexico	N
1448	BondOffshoreHelicopters	\N	\N	BND	BOND	UnitedKingdom	N
1449	BeninaAir	\N	\N	BNE	BENINAAIR	Libya	N
1450	BNGroupLimited	\N	\N	BNG	VECTIS	UnitedKingdom	N
1451	BlueNileEthiopiaTrading	\N	\N	BNL	NILETRADING	Ethiopia	N
1452	BonairAviation	\N	\N	BNR	BONAIR	Canada	N
1453	Bancstar-ValleyNationalCorporation	\N	\N	BNS	BANCSTAR	UnitedStates	N
1454	BentiuAirTransport	\N	\N	BNT	BENTIUAIR	Sudan	N
1455	BenaneAviationCorporation	\N	\N	BNV	BENANE	Mauritania	N
1456	BritishNorthWestAirlines	\N	\N	BNW	BRITISHNORTH	UnitedKingdom	N
1457	Boniair	\N	\N	BOA	KUMANOVO	Macedonia	N
1458	BondAirServices	\N	\N	BOD	UGABOND	Uganda	N
1459	Boeing	\N	\N	BOE	BOEING	UnitedStates	N
1460	Bordaire	\N	\N	BOF	BORDAIR	Canada	N
1461	BookajetLimited	\N	\N	BOO	BOOKAJET	UnitedKingdom	N
1462	BouraqIndonesiaAirlines	\N	BO	BOU	BOURAQ	Indonesia	N
1463	BluePanoramaAirlines	\N	BV	BPA	BLUEPANOROMA	Italy	Y
1464	BerkhutZK	\N	\N	BPK	VENERA	Kazakhstan	N
1465	Bundepolizei-Fliegertruppe	\N	\N	BPO	PIROL	Germany	N
1466	BudapestAircraftServices/Manx2	\N	\N	BPS	BASE	Hungary	Y
1467	BonusAviation	\N	\N	BPT	BONUS	UnitedKingdom	N
1468	BritishPetroleumExploration	\N	\N	BPX	\N	Colombia	N
1469	BRA-TransportesAereos	\N	7R	BRB	BRA-TRANSPAEREOS	Brazil	N
1470	BrockAirServices	\N	\N	BRD	BROCKAIR	Canada	N
1471	BreezeLtd	\N	\N	BRE	AVIABREEZE	Ukraine	N
1472	BeringAir	\N	8E	BRG	BERINGAIR	UnitedStates	Y
1473	BrianskStateAirEnterprise	\N	\N	BRK	BRIANSK-AVIA	Russia	N
1474	BransonAirlines	\N	\N	BRN	BRANSON	UnitedStates	N
1475	BASERegionalAirlines	\N	\N	BRO	COASTRIDER	Netherlands	N
1476	BrazilianAirForce	\N	\N	BRS	BRAZILIANAIRFORCE	Brazil	Y
1477	BritishRegionalAirlines	\N	\N	BRT	BRITISH	UnitedKingdom	N
1478	BelaviaBelarusianAirlines	\N	B2	BRU	BELARUSAVIA	Belarus	Y
1479	BravoAirCongo	\N	K6	BRV	BRAVO	DemocraticRepublicoftheCongo	N
1480	BrightAviationServices	\N	\N	BRW	BRIGHTSERVICES	Bulgaria	N
1481	BraniffInternationalAirways	\N	BN	BNF	Braniff	UnitedStates	N
1482	BuffaloExpressAirlines	\N	\N	BRX	BUFFEXPRESS	UnitedStates	N
1483	Burundayavia	\N	\N	BRY	BURAIR	Kazakhstan	N
1484	Bistair-Fez	\N	\N	BSC	BIGSHOT	Kyrgyzstan	N
1485	BlueStarAirlines	\N	\N	BSD	AIRLINESSTAR	Mexico	N
1486	BrasairTransportesAereos	\N	\N	BSI	BRASAIR	Brazil	N
1487	BlueSwannAviation	\N	\N	BSJ	BLUESWANN	UnitedKingdom	N
1488	BlueSkyAviation	\N	\N	BSM	\N	Lebanon	N
1489	BissauAeroTransporte	\N	\N	BSS	BISSAUAIRSYSTEM	Guinea-Bissau	N
1490	BestAir	\N	\N	BST	TUNCA	Turkey	N
1491	BlueSkyAirways	\N	\N	BSW	SKYBLUE	CzechRepublic	N
1492	BigSkyAirlines	\N	GQ	BSY	BIGSKY	UnitedStates	N
1493	BALBashkirianAirlines	\N	V9	BTC	BASHKIRIAN	Russia	N
1494	BaltijasHelicopters	\N	\N	BTH	BALTIJASHELICOPTERS	Latvia	N
1495	Baltyka	\N	\N	BTK	BALTYKA	Ukraine	N
1496	BaltiaAirLines	\N	\N	BTL	BALTIAFLIGHT	UnitedStates	N
1497	Botir-Avia	\N	\N	BTR	BOTIR-AVIA	Kyrgyzstan	N
1498	BusinessExpress	\N	\N	GAA	BIZEX	UnitedStates	N
1499	BT-Slavuta	\N	\N	BTT	BEETEE-SLAVUTA	Ukraine	N
1500	MetroBatavia	\N	7P	BTV	BATAVIA	Indonesia	Y
1501	BulgarianAirCharter	\N	\N	BUC	BULGARIANCHARTER	Bulgaria	N
1502	BlueAirlines	\N	\N	BUL	BLUEAIRLINES	DemocraticRepublicoftheCongo	N
1503	BuryatAirlinesAircompany	\N	\N	BUN	BURAL	Russia	N
1504	BuzzStansted	\N	\N	BUZ	BUZZ	UnitedKingdom	N
1505	BuffaloAirways	\N	\N	BVA	BUFFALOAIR	UnitedStates	N
1506	BulgarianAeronauticalCentre	\N	\N	BVC	BULGARIANWINGS	Bulgaria	N
1507	BaronAviationServices	\N	\N	BVN	SHOW-ME	UnitedStates	N
1508	BerjayaAir	\N	J8	BVT	BERJAYA	Malaysia	Y
1509	BellviewAirlines	\N	\N	BVU	SierraLeone	\N	N
1510	BlueWings	\N	QW	BWG	BLUEWINGS	Germany	Y
1511	BlueWingAirlines	\N	\N	BWI	BLUETAIL	Suriname	N
1512	BWA(2002)Ltd	\N	\N	BWL	BRITWORLD	UnitedKingdom	N
1513	BahrainExecutiveAirServices	\N	\N	BXA	BEXAIR	Bahrain	N
1514	BarXHAir	\N	\N	BXH	PALLISER	Canada	N
1515	BrusselsInternationalAirlines	\N	\N	BXI	XENIA	Belgium	N
1516	BAXGlobal	\N	8W	\N	\N	\N	N
1517	ReddingAeroEnterprises	\N	\N	BXR	BOXER	UnitedStates	N
1518	BerryAviation	\N	\N	BYA	BERRY	UnitedStates	N
1519	BylinaJoint-StockCompany	\N	\N	BYL	BYLINA	Russia	N
1520	BerytosAirlines	\N	\N	BYR	\N	Lebanon	N
1521	BayuIndonesiaAir	\N	BM	BYE	BAYU	Indonesia	N
1522	BizairFluggesellschaft	\N	\N	BZA	BERLINBEAR	Germany	N
1523	BritAir	\N	DB	BZH	BRITAIR	France	Y
1524	ButaneBuzzardAviationCorporation	\N	\N	BZZ	BUZZARD	UnitedKingdom	N
1525	BusinessFlightSalzburg	\N	\N	AUJ	AUSTROJET	Austria	N
1526	BKSAir(Rivaflecha)	\N	\N	CKM	COSMOS	Spain	N
1527	BristolFlyingCentre	\N	\N	CLF	CLIFTON	UnitedKingdom	N
1528	BarnesOlsenAeroleasing	\N	\N	CLN	SEELINE	UnitedKingdom	N
1529	BaltimoreAirTransport	\N	\N	CPJ	CORPJET	UnitedStates	N
1530	Boston-MaineAirways	\N	E9	CXS	CLIPPERCONNECTION	UnitedStates	N
1531	BrusselsAirlines	SNBrusselsAirlines	SN	DAT	BEE-LINE	Belgium	Y
1532	BaltimoreAirways	\N	\N	EAH	EASTERN	UnitedStates	N
1533	BondAviation	\N	\N	EBA	BONDAVIATION	Italy	N
1534	BrazilianArmyAviation	\N	\N	EXB	BRAZILIANARMY	Brazil	N
1535	BusinessExpressDelivery	\N	\N	EXP	EXPRESSAIR	Canada	N
1536	BelLimited	\N	\N	FOS	\N	Russia	N
1537	BangkokAviationCenter	\N	\N	HAW	THAIHAWK	Thailand	N
1538	Benair	\N	\N	HAX	SCOOP	Norway	N
1539	BinterCanarias	\N	NT	IBB	\N	Spain	Y
1540	BonyadAirlines	\N	\N	IRJ	BONYADAIR	Iran	N
1541	Burundaiavia	\N	\N	IVR	RERUN	Kazakhstan	N
1542	BlueAir	\N	0B	JOR	BLUETRANSPORT	Romania	Y
1543	BritishMediterraneanAirways	\N	KJ	LAJ	BEEMED	UnitedKingdom	Y
1544	BelleAir	\N	\N	LBY	ALBAN-BELLE	Albania	N
1545	BlomGeomatics	\N	\N	LED	SWEEPER	Norway	N
1546	BeninLittoralAirways	\N	\N	LTL	LITTORAL	Benin	N
1547	BombardierBusinessJetSolutions	\N	\N	LXJ	FLEXJET	UnitedStates	N
1548	BulgariaAir	\N	FB	LZB	FLYINGBULGARIA	Bulgaria	Y
1549	BrazilianNavyAviation	\N	\N	MBR	BRAZILIANNAVY	Brazil	N
1550	BarentsAirLink	\N	8N	NKF	NORDFLIGHT	Sweden	Y
1551	BelgianNavy	\N	\N	NYB	BELGIANNAVY	Belgium	N
1552	BakojiAirlinesServices	\N	\N	OGJ	BAKOAIR	Nigeria	N
1553	BendersAir	\N	\N	PEB	PALEMA	Sweden	N
1554	BalmoralCentralContracts	\N	\N	PNT	PORTNET	SouthAfrica	N
1555	BGBAir	\N	\N	POI	BOJBAN	Kazakhstan	N
1556	ButteAviation	\N	\N	PPS	PIPESTONE	UnitedStates	N
1557	BondAirServices	\N	\N	RHD	REDHEAD	UnitedKingdom	N
1558	BusinessAirfreight	\N	\N	RLR	RATTLER	UnitedStates	N
1559	BACExpressAirlines	\N	\N	RPX	RAPEX	UnitedKingdom	N
1560	BoscombeDownDERA(Formation)	\N	\N	RRS	BLACKBOX	UnitedKingdom	N
1561	BusinessJetSweden	\N	\N	SCJ	SCANJET	Sweden	N
1562	BritishAirwaysShuttle	\N	\N	SHT	SHUTTLE	UnitedKingdom	N
1563	BritishSkyBroadcasting	\N	\N	SKH	SKYNEWS	UnitedKingdom	N
1564	BellHelicopterTextron	\N	\N	TXB	TEXTRON	Canada	N
1565	BuzzawayLimited	\N	\N	UKA	UKAY	UnitedKingdom	N
1566	BizJetCharter	\N	\N	VLX	AVOLAR	UnitedStates	N
1567	BlueChipJet	\N	\N	VOL	BLUESPEED	Sweden	N
1568	BAESystems	\N	\N	WFD	AVRO	UnitedKingdom	N
1569	BAESystems	\N	\N	WTN	TARNISH	UnitedKingdom	N
1570	BaseopsInternational	\N	\N	XBO	\N	UnitedStates	N
